1	85
2	91
3	15
4	-76
5	-96
6	-28
7	66
8	99
9	42
10	-55
11	-100
12	-54
13	43
14	100
15	66
16	-29
17	-97
18	-76
19	15
20	92
21	84
22	-1
23	-85
24	-91
25	-14
26	77
27	96
28	28
29	-67
30	-99
31	-41
32	56
33	100
34	53
35	-43
36	-100
37	-65
38	30
39	97
40	75
41	-16
42	-92
43	-84
44	2
45	86
46	91
47	13
48	-77
49	-96
50	-27
51	68
52	99
53	40
54	-56
55	-100
56	-53
57	44
58	100
59	64
60	-31
61	-97
62	-74
63	17
64	93
65	83
66	-3
67	-86
68	-90
69	-12
70	78
71	96
72	26
73	-68
74	-99
75	-39
76	57
77	100
78	52
79	-45
80	-100
81	-63
82	32
83	97
84	74
85	-18
86	-93
87	-83
88	4
89	87
90	90
91	11
92	-78
93	-95
94	-25
95	69
96	99
97	38
98	-58
99	-100
100	-51
101	46
102	100
103	63
104	-33
105	-98
106	-73
107	19
108	93
109	82
110	-5
111	-87
112	-89
113	-10
114	79
115	95
116	24
117	-69
118	-99
119	-38
120	59
121	100
122	50
123	-46
124	-100
125	-62
126	33
127	98
128	73
129	-20
130	-94
131	-82
132	6
133	87
134	89
135	9
136	-80
137	-95
138	-23
139	70
140	99
141	37
142	-59
143	-100
144	-50
145	47
146	100
147	61
148	-34
149	-98
150	-72
151	21
152	94
153	81
154	-7
155	-88
156	-89
157	-8
158	80
159	94
160	22
161	-71
162	-98
163	-36
164	60
165	100
166	49
167	-48
168	-100
169	-61
170	35
171	98
172	71
173	-22
174	-94
175	-81
176	8
177	88
178	88
179	8
180	-81
181	-94
182	-22
183	71
184	98
185	35
186	-61
187	-100
188	-48
189	49
190	100
191	60
192	-36
193	-98
194	-71
195	22
196	94
197	80
198	-8
199	-89
200	-88
201	-7
202	81
203	94
204	21
205	-72
206	-98
207	-34
208	61
209	100
210	47
211	-50
212	-100
213	-59
214	37
215	99
216	70
217	-23
218	-95
219	-80
220	9
221	89
222	87
223	6
224	-82
225	-94
226	-20
227	73
228	98
229	33
230	-62
231	-100
232	-46
233	50
234	100
235	59
236	-38
237	-99
238	-69
239	24
240	95
241	79
242	-10
243	-90
244	-87
245	-5
246	82
247	93
248	19
249	-73
250	-98
251	-33
252	63
253	100
254	46
255	-51
256	-100
257	-58
258	38
259	99
260	69
261	-25
262	-95
263	-78
264	11
265	90
266	87
267	4
268	-83
269	-93
270	-18
271	74
272	97
273	32
274	-63
275	-100
276	-45
277	52
278	100
279	57
280	-39
281	-99
282	-68
283	26
284	96
285	78
286	-12
287	-90
288	-86
289	-3
290	83
291	93
292	17
293	-74
294	-97
295	-31
296	64
297	100
298	44
299	-53
300	-100
301	-56
302	40
303	99
304	68
305	-27
306	-96
307	-77
308	13
309	91
310	86
311	2
312	-84
313	-92
314	-16
315	75
316	97
317	30
318	-65
319	-100
320	-43
321	53
322	100
323	56
324	-41
325	-99
326	-67
327	28
328	96
329	77
330	-14
331	-91
332	-85
333	-1
334	84
335	92
336	15
337	-76
338	-97
339	-29
340	66
341	100
342	43
343	-54
344	-100
345	-55
346	42
347	99
348	66
349	-28
350	-96
351	-76
352	15
353	91
354	85
355	-1
356	-85
357	-91
358	-15
359	76
360	96
361	28
362	-66
363	-99
364	-42
365	55
366	100
367	54
368	-43
369	-100
370	-66
371	29
372	97
373	76
374	-15
375	-92
376	-84
377	1
378	85
379	91
380	14
381	-77
382	-96
383	-28
384	67
385	99
386	41
387	-56
388	-100
389	-53
390	43
391	100
392	65
393	-30
394	-97
395	-75
396	16
397	92
398	84
399	-2
400	-86
401	-91
402	-13
403	77
404	96
405	27
406	-68
407	-99
408	-40
409	56
410	100
411	53
412	-44
413	-100
414	-64
415	31
416	97
417	74
418	-17
419	-93
420	-83
421	3
422	86
423	90
424	12
425	-78
426	-96
427	-26
428	68
429	99
430	39
431	-57
432	-100
433	-52
434	45
435	100
436	63
437	-32
438	-97
439	-74
440	18
441	93
442	83
443	-4
444	-87
445	-90
446	-11
447	78
448	95
449	25
450	-69
451	-99
452	-38
453	58
454	100
455	51
456	-46
457	-100
458	-63
459	33
460	98
461	73
462	-19
463	-93
464	-82
465	5
466	87
467	89
